UI_VR_RECENTRE	{Recentre VR View}
UI_MP_CONSTRUCT_TITLE_5	{Communal Habitation}
UI_MP_CONSTRUCT_DESC_5	{Polo and Nada both claim that creating a home with friends is a joy unlike any other. They seek an engineering crew of Travellers to venture out into the universe and construct something joyful together.}
MISSION_OBJ_BUILD	{Construct an Outpost}
NPC_MISSION_BUILD_SUB	{Construct an Outpost}
NPC_MISSION_BUILD_HEAD_1	{Construct an Outpost}
NPC_MISSION_BUILD_WATER_SUB	{Construct an Underwater Outpost}
UI_BUILD_MARKER	{Habitable Planet}
UI_BUILD_MARKER_WATER	{Habitable Planet (Underwater Sites Available)}
UI_BUILD_OBJ1	{Reach the Target Planet}
UI_BUILD_OBJ1_TIP	{Nada and Polo have identified a planet suitable for establishing a base. Land on the planet surface and choose a site to begin construction.}
UI_BUILD_OBJ2	{Establish a Construction Site}
UI_BUILD_WATER_OBJ2	{Establish Underwater Construction Site}
UI_BUILD_OBJ2_TIP	{Choose a location on the planet to begin construction.
One explorer in the group will need to deploy a <TECHNOLOGY>Base Computer<> and claim the site.
Access the Build Menu with <IMG>BUILD_MENU<>.}
UI_BUILD_WATER_OBJ2_TIP	{Choose an <TECHNOLOGY>underwater<> location on the planet to begin construction.
One explorer in the group will need to deploy a <TECHNOLOGY>Base Computer<> and claim the site.
Access the Build Menu with <IMG>BUILD_MENU<>.}
UI_BUILD_OBJ3	{Construct the Base}
UI_BUILD_OBJ3_TIP	{Place the indicated parts to construct the base.
Access the Build Menu with <IMG>BUILD_MENU<>.}
UI_BUILD_OBJ4	{Upload Base Report}
UI_BUILD_OBJ4_TIP	{Upload data from the <TECHNOLOGY>Base Computer<>.
You can return to any base from the <TECHNOLOGY>Space Station Teleporter<>.
Alternatively, the base may be <FUEL>deleted<> after uploading.}
UI_BUILD_OBJ1_MSG	{<STELLAR>Habitable Planet<> located
Reach the target planet}
UI_BUILD_OBJ1A_MSG	{Return to the <STELLAR>Habitable Planet<>
Scan planets from space with <IMG>SCAN<>}
UI_BUILD_OBJ1B_MSG	{<STELLAR>Habitable Planet<> reached
Land on the planet surface to begin construction}
UI_BUILD_OBJ1C_MSG	{Return to the <STELLAR>Base<> to continue construction}
UI_BUILD_OBJ2_MSG	{<STELLAR>Habitable Planet<> reached
Build a <TECHNOLOGY>Base Computer<> to establish a base
Access the Build Menu with <IMG>BUILD_MENU<>}
UI_BUILD_OBJ2A_MSG	{<STELLAR>Habitable Planet<> reached
Build a <TECHNOLOGY>Base Computer<> underwater to establish a base
Access the Build Menu with <IMG>BUILD_MENU<>}
UI_BUILD_OBJ3_MSG	{<STELLAR>Habitable Planet<> reached
Claim the construction site from the <TECHNOLOGY>Base Computer<>}
UI_BUILD_OBJ4_MSG	{Build Infrastructure:
%PARTLIST%}
UI_BUILD_OBJ4A_MSG	{Construct Access Routes:
%PARTLIST%}
UI_BUILD_OBJ4C_MSG	{Construct Expansion Corridors:
%PARTLIST%}
UI_BUILD_OBJ4B_MSG	{Decorate the Base:
%PARTLIST%}
UI_BUILD_OBJ4D_MSG	{Build Planters:
%PARTLIST%}
UI_BUILD_OBJ4E_MSG	{Place Plants:
%PARTLIST%}
UI_BUILD_OBJ4F_MSG	{Establish Power Supply:
%PARTLIST%}
UI_BUILD_OBJ4G_MSG	{Establish Creature Farm:
%PARTLIST%}
UI_BUILD_OBJ4H_1_MSG	{Connect <TECHNOLOGY>Automated Feeders<> to power supply
Place <TECHNOLOGY>Electrical Wiring<> from the Build Menu (<IMG>BUILD_MENU<>)
Snap wires directly to parts, or place along the ground to lay out interim paths}
UI_BUILD_OBJ4H_2_MSG	{Connect <TECHNOLOGY>Livestock Units<> to power supply
Place <TECHNOLOGY>Electrical Wiring<> from the Build Menu (<IMG>BUILD_MENU<>)
Snap wires directly to parts, or place along the ground to lay out interim paths}
UI_BUILD_OBJ4H_3_MSG	{Connect <TECHNOLOGY>Bio-Domes<> to power supply
Place <TECHNOLOGY>Electrical Wiring<> from the Build Menu (<IMG>BUILD_MENU<>)
Snap wires directly to parts, or place along the ground to lay out interim paths}
UI_BUILD_OBJ4I_MSG	{Fuel the <TECHNOLOGY>Biofuel Reactors<> to power the grid
Interact with the generators and select the <TECHNOLOGY>Furnace Tank<>}
UI_BUILD_OBJ5_MSG	{<STELLAR>Upload<> Base Report to client
Base owner can upload data from the <TECHNOLOGY>Base Computer<>
Base can be <FUEL>deleted<> after uploading}
UI_MP_BUILD_OBJ5_MSG	{<STELLAR>Upload<> Base Report for the Space Anomaly's archives
Upload data from the <TECHNOLOGY>Base Computer<>
You can return to any base from the <TECHNOLOGY>Space Station Teleporter<>
Alternatively, the base may be <FUEL>deleted<> after uploading}
UI_BUILD_EVENT_LABEL	{Habitable Planet}
UI_BUILD_EVENT_OSD	{Habitable Planet Located}
UI_BUILD_PLANET_LABEL	{<IMG>SLASH<> Potential Construction Site}
UI_BUILD_MSG_FORMAT	{%PART%: <%COLOUR%>%CURRENT%/%AMOUNT%<>}
UI_BUILD_BASETEXT	{Logged in as GUEST <IMG>SLASH<> Base: Operational <IMG>SLASH<> Upload Report: Pending}
UI_BUILD_BASEMARKER	{Upload Terminal}
UI_BUILD_BASEMARKER_INCOMPLETE	{Construction Site}
MSN_BUILD_ADJ_1	{Dramatic}
MSN_BUILD_ADJ_2	{Frontier}
MSN_BUILD_ADJ_3	{Fresh}
MSN_BUILD_ADJ_4	{New}
MSN_BUILD_ADJ_5	{Pioneering}
MSN_BUILD_ADJ_6	{Exploratory}
MSN_BUILD_ADJ_7	{Experimental}
MSN_BUILD_ADJ_8	{Radical}
MSN_BUILD_ADJ_9	{Borderland}
MSN_BUILD_ADJ_10	{Inventive}
MSN_BUILD_ADJ_11	{New World}
MSN_BUILD_ADJ_12	{Distant}
MSN_BUILD_ADJ_13	{Far-off}
MSN_BUILD_NOUN_1	{Foundations}
MSN_BUILD_NOUN_2	{Construction}
MSN_BUILD_NOUN_3	{Assembly}
MSN_BUILD_NOUN_4	{Architecture}
MSN_BUILD_NOUN_5	{Development}
MSN_BUILD_NOUN_6	{Infrastructure}
MSN_BUILD_NOUN_7	{Groundwork}
MSN_BUILD_NOUN_8	{Expansion}
MSN_BUILD_NOUN_9	{Shelter}
MSN_BUILD_NOUN_10	{Settlements}
EXP_PLANET_MISSION_WAIT	{The Korvax hums as they analyse my status, then ceases abruptly. I have been issued a task, and have not yet met the required parameters.}
TRA_PLANET_MISSION_WAIT	{The Gek merrily shoos me towards the facility exit. They eagerly await my successful return.}
WAR_PLANET_MISSION_WAIT	{The Vy'keen eyes me suspiciously. I will need to complete the challenge they have issued if I am to be regarded with respect.}
PLANET_CRASH_BOUNTY_DESC	{Their starship is in a state of disrepair, rendering them land-bound and stranded.

They claim this predicament was brought about by a pirate attack, and offer a share of their valuable cargo to any who can bring justice to the outlaws.}
PLANET_CRASH_FACTORY_DESC	{Their starship is in a state of disrepair, rendering them land-bound and stranded.

They claim this predicament was brought about by a vicious attack and theft of their cargo. They were evasive regarding the legitimacy of this cargo, but offer a valuable reward to any who can help retrieve it.}
UI_CS_FACTORY_OBJ	{Retrieve stolen cargo}
UI_CS_FACTORY_OBJ_TIP	{Gain access to the facility and locate the stolen cargo
Locked doors can be destroyed or overridden
Damaging facilities may attract Sentinel attention}
UI_CS_FACTORY_OBJ1_MSG	{Retrieve stolen cargo
Gain access to the facility
Locate the cargo via the terminal}
UI_CS_FACTORY_TIMED_OBJ1_MSG	{Retrieve stolen cargo
Time Remaining: <RED>%TIME%<>}
UI_CS_FACTORY_OBJ1_OSD	{TARGET COORDINATES RECEIVED}
UI_CS_FACTORY_OBJ1_MARKER	{Retrieve Stolen Cargo}
UI_CS_FACTORY_TIMED_OSD2	{WARNING <IMG>SLASH<> SECURE LOCKDOWN IMMINENT}
UI_CS_FACTORY_TIMED_OSD1	{WARNING <IMG>SLASH<> DEFENCES ACTIVE <IMG>SLASH<> WIPING CARGO INDEX}
UI_CS_FACTORY_FAILURE_OSD	{WARNING <IMG>SLASH<> DATA WIPED <IMG>SLASH<> MISSION FAILED}
UI_RETURN_PLANET_CRASH_OBJ1	{Return to the crash site}
UI_RETURN_PLANET_CRASH_OBJ1_TIP	{Return to the crash site.
Find the lifeform near their broken starship.}
UI_RETURN_PLANET_CRASH_OBJ1_MSG	{Return to the crash site
Find the lifeform near their broken starship}
UI_RETURN_PLANET_CRASH_OBJ1_OSD	{Return to the crash site}
UI_RETURN_PLANET_CRASH_OBJ1_MKR	{Return to the crash site}
EXP_PLANET_CRASH_DONE_RES	{The Korvax chitters and pulses their visor lights towards me. They perform a quick calculation, then produce a reward, as was agreed.}
TRA_PLANET_CRASH_DONE_RES	{The Gek thanks me effusively, delivering the promised reward.}
WAR_PLANET_CRASH_DONE_RES	{The Vy'keen looks me over, emitting a baritone grunt of satisfaction. They respectfully produce the promised reward.}
UI_RETURN_PLANET_OBJ_ALT_TIP	{Return to the lifeform to notify them of your success and receive further instructions.}
NPC_MISSION_BIOME_FARM_SUB	{Plant Native Flora}
NPC_MISSION_BIOME_FARM_HEAD_1	{They have an interest in botany, and for reasons best known to themselves, desire to increase the population of the flora native to their home planet. They offer gratitude and material reward to any who could assist the growth of these plants...}
PLANET_BIOME_FARM_DESC	{They are interested in increasing the population of native plants, and offer a reward.}
MSN_PLANT_ADJ_1	{Wild}
MSN_PLANT_NOUN_1	{Botany}
MISSION_BIOME_FARM_OBJ1	{Harvest wild seeds}
MISSION_BIOME_FARM_OBJ1_TIP	{A local lifeform has requested help encouraging native flora growth.
Harvest wild samples for seed extraction.
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>. Recruit a <TECHNOLOGY>Base Armourer<> to learn the blueprint.
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<> to search this planet for biome-native plants <IMG>HARVESTPLANT<>.}
MISSION_LUSH_FARM_OBJ1_TIP	{A local lifeform has requested help encouraging native flora growth.
Harvest wild samples for seed extraction.
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>. Recruit a <TECHNOLOGY>Base Armourer<> to learn the blueprint.
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<>to search this planet for Star Bramble.}
MISSION_DUST_FARM_OBJ1_TIP	{A local lifeform has requested help encouraging native flora growth.
Harvest wild samples for seed extraction.
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>. Recruit a <TECHNOLOGY>Base Armourer<> to learn the blueprint.
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<>to search this planet for Echinocactus.}
MISSION_TOX_FARM_OBJ1_TIP	{A local lifeform has requested help encouraging native flora growth.
Harvest wild samples for seed extraction.
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>. Recruit a <TECHNOLOGY>Base Armourer<> to learn the blueprint.
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<>to search this planet for Fungal Cluster.}
MISSION_RAD_FARM_OBJ1_TIP	{A local lifeform has requested help encouraging native flora growth.
Harvest wild samples for seed extraction.
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>. Recruit a <TECHNOLOGY>Base Armourer<> to learn the blueprint.
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<>to search this planet for Gamma Weed.}
MISSION_COLD_FARM_OBJ1_TIP	{A local lifeform has requested help encouraging native flora growth.
Harvest wild samples for seed extraction.
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>. Recruit a <TECHNOLOGY>Base Armourer<> to learn the blueprint.
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<>to search this planet for Frostwort.}
MISSION_HOT_FARM_OBJ1_TIP	{A local lifeform has requested help encouraging native flora growth.
Harvest wild samples for seed extraction.
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>. Recruit a <TECHNOLOGY>Base Armourer<> to learn the blueprint.
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<>to search this planet for Solar Vine.}
MISSION_LUSH_FARM_OBJ1_MSG	{A local lifeform requests help redistributing native flora
%CURRENT%/%AMOUNT% %ITEM% harvested
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<> to search this planet for Star Bramble}
MISSION_DUST_FARM_OBJ1_MSG	{A local lifeform requests help redistributing native flora
%CURRENT%/%AMOUNT% %ITEM% harvested
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<> to search this planet for Echinocactus}
MISSION_TOX_FARM_OBJ1_MSG	{A local lifeform requests help redistributing native flora
%CURRENT%/%AMOUNT% %ITEM% harvested
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<> to search this planet for Fungal Cluster}
MISSION_RAD_FARM_OBJ1_MSG	{A local lifeform requests help redistributing native flora
%CURRENT%/%AMOUNT% %ITEM% harvested
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<> to search this planet for Gamma Weed}
MISSION_COLD_FARM_OBJ1_MSG	{A local lifeform requests help redistributing native flora
%CURRENT%/%AMOUNT% %ITEM% harvested
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<> to search this planet for Frostwort}
MISSION_HOT_FARM_OBJ1_MSG	{A local lifeform requests help redistributing native flora
%CURRENT%/%AMOUNT% %ITEM% harvested
Harvesting may require a <TECHNOLOGY>Haz-Mat Gauntlet<>
Use the <TECHNOLOGY>Analysis Visor<> <IMG>AIM<>to search this planet for Solar Vine}
MISSION_BIOME_FARM_OBJ2	{Plant the seeds}
MISSION_BIOME_FARM_OBJ2_TIP	{A local lifeform has requested help encouraging native flora growth.
Choose a location on the planet surface to plant the seeds.
Access the Build Menu with <IMG>BUILD_MENU<>.}
MISSION_BIOME_FARM_OBJ2_MSG	{A local lifeform requests help redistributing native flora
Choose a location on the planet surface to plant the seeds
Access the Build Menu with <IMG>BUILD_MENU<>}
EXP_MISSION_BIOME_FARM_WAIT	{The Korvax nods at me in encouragement. They patiently await news of their farm's success.}
TRA_MISSION_BIOME_FARM_WAIT	{The Gek nods at me in encouragement. They patiently await news of their farm's success.}
WAR_MISSION_BIOME_FARM_WAIT	{The Vy'keen nods at me in encouragement. They patiently await news of their farm's success.}
NPC_SCN_ARTI_COMP_OPT	{Share coordinates}
MISSION_SCN_ARTI_MSG	{A local lifeform has requested help locating a nearby building
Deploy a <TECHNOLOGY>Signal Booster<> to <STELLAR>locate nearby structures<>
Access the Build Menu with <IMG>BUILD_MENU<>}
MISSION_SCN_ARTI_RET_MSG	{A local lifeform has requested help locating a nearby building
Return to the lifeform to report your success}
WAR_NPC_SCN_ARTI_WAIT	{%NAME% is still busily repairing their signal booster, an apparent fallback should I fail to scan for <STELLAR>nearby structures<> and help them resume their journey.}
WAR_NPC_SCN_ARTI_DONE_RES	{The Vy'keen roars with delight. They fire up a communications device and shout into it excitedly. New-found respect burning in their eyes, they reward me generously for my assistance.}
WAR_NPC_SCN_ARTI_DONE_RES_ALT	{The Vy'keen nods stoically, trying to contain their excitement. They boot up a communications device and mutter something into it. New-found respect burning in their eyes, they reward me generously for my assistance.}
UI_NEXUS_FACTION_NAME	{Anomaly Observers}
UI_NEXUS_CLIENT_1	{Nada}
UI_NEXUS_CLIENT_2	{Polo}
UI_MP_DEPOT_RAID_TITLE_1	{Network Compromises}
UI_MP_DEPOT_RAID_DESC_1	{A disturbance has been detected in the Sentinel hive mind. A terminal in a mining facility exhibits anomalous tendencies, and may reveal the location of Sentinel material depots if probed.

Access the vulnerable terminal to locate and destroy a depot.
<FUEL>WARNING:<> Sentinel forces may response with extreme hostility.}
UI_MP_DEPOT_RAID_TITLE_2	{Unconscious Connectivity}
UI_MP_DEPOT_RAID_DESC_2	{Priest Entity Nada has been troubled by dreams of reconnection, experiencing apparent glimpses of both Korvax and Sentinel networks in their unconscious mind. A set of coordinates has recurred in these dreams, which Nada believes must have leaked from a compromised Sentinel terminal.

Access the vulnerable terminal to locate and destroy a depot.
<FUEL>WARNING:<> Sentinel forces may response with extreme hostility.}
UI_MP_DEPOT_RAID_TITLE_3	{Starvation Tactics}
UI_MP_DEPOT_RAID_DESC_3	{Sentinel forces endlessly pursue the Space Anomaly, converging upon any location where it lingers. Nada and Polo, striving to outmanoeuvre their pursuers, have sabotaged a terminal in a planetary facility. A resourceful team should be able to exploit the terminal to locate a hidden Sentinel depot.

Access the vulnerable terminal to locate and destroy a depot.
<FUEL>WARNING:<> Sentinel forces may response with extreme hostility.}
UI_MP_DEPOT_RAID_TITLE_4	{Non-Compliant Analysis}
UI_MP_DEPOT_RAID_DESC_4	{A disturbance has been detected in the Sentinel hive mind. A terminal in a mining facility exhibits anomalous tendencies, and may reveal the location of Sentinel material depots if probed.

Access the vulnerable terminal to locate and destroy a depot.
<FUEL>WARNING:<> Sentinel forces may response with extreme hostility.}
UI_MP_DEPOT_RAID_TITLE_5	{Eye to Eye}
UI_MP_DEPOT_RAID_DESC_5	{A disturbance has been detected in the Sentinel hive mind. A terminal in a mining facility exhibits anomalous tendencies, and may reveal the location of Sentinel material depots if probed.

Access the vulnerable terminal to locate and destroy a depot.
<FUEL>WARNING:<> Sentinel forces may response with extreme hostility.}
UI_MP_DEPOT_RAID_MARKER	{Target Depot}
UI_MP_DEPOT_RAID_FACT_MARKER	{Compromised Facility}
UI_MP_DEPOT_RAID_OSD	{DEPOT LOCATED}
UI_MP_DEPOT_RAID_FACT_OSD	{Sentinel Vulnerability Detected <IMG>SLASH<> Facility Signature Marked }
UI_MP_DEPOT_FACT_TITLE	{Compromised Terminal}
UI_MP_DEPOT_FACT_MAIN_DESC1	{The alarm rings in my ears as I approach the terminal. The input panel is covered in a thick purple substance, shimmering bubbles expanding just below the surface. Beneath the sludge, words flash in an alien tongue.}
UI_MP_DEPOT_FACT_MAIN_DESC1_ALT	{The terminal is covered in a thick purple substance, shimmering bubbles expanding just below the surface. The alarm rings in my ears.}
UI_MP_DEPOT_FACT_MAIN_LANG	{ANOMALY DETECTED! BREACH! BREACH! BREACH! NETWORK OVERLOADED!}
UI_MP_DEPOT_FACT_MAIN_DESC2	{Gingerly, I touch the terminal, but it does not respond. Perhaps if the network mistook me for a Sentinel I could get further...}
UI_MP_DEPOT_FACT_RETURN_DESC	{The unpleasant purple sludge appears to be slowly spreading across the terminal. It reacts aggressively to my touch, as if it senses me to be a hostile body. I need to meld with it somehow if I am to get further.}
UI_MP_DEPOT_RAID_FACT_OPT_ALT	{Touch the display}
UI_MP_DEPOT_RAID_FACT_OPT	{Slather hand with Pugneum}
UI_MP_DEPOT_RAID_FACT_RES	{The terminal comes to life. Coordinates flash rapidly across the display in a strange purple script. I download the address to my Exosuit navigation systems.}
UI_MP_DEPOT_RAID_FACT_LEAVE_RES	{I need to acquire <SPECIAL>Pugneum<> from the Sentinels if I am to access their corrupted network.
As I turn away from the terminal, something flashes in the corner of my vision, almost as if the strange material was pulsing a warning...}
UI_MP_DEPOT_FACT_LEAVE_RES_ALT	{I need to acquire <SPECIAL>Pugneum<> from the Sentinels if I am to access their corrupted network.}
UI_MP_DEPOT_RAID_MSG1	{Reach the <STELLAR>Compromised Facility<>}
UI_MP_DEPOT_RAID_MSG1A	{Gain access to the <STELLAR>Compromised Facility<>
Locked doors can be destroyed or overridden
Damaging facilities may attract Sentinel attention}
UI_MP_DEPOT_RAID_MSG1B	{Destroy the <FUEL>Facility Door<>
Construct a <TECHNOLOGY>Boltcaster<> in your Multi-Tool
Activate Boltcaster with <IMG>CYCLEWEAPON<>}
UI_MP_DEPOT_RAID_MSG2	{Access the Sentinel network
Gather %ITEM% to gain access: <STELLAR>%CURRENT%/%AMOUNT%<>}
UI_MP_DEPOT_RAID_MSG2_ALT	{Access the Sentinel network
Gather %ITEM% to gain access: <STELLAR>%CURRENT%/%AMOUNT%<>
Engage Sentinels in combat to release <SPECIAL>Pugneum<> from their shells}
UI_MP_DEPOT_RAID_MSG3	{<SPECIAL>Pugneum<> acquired
Return to the <STELLAR>Compromised Facility<>
Transfer <SPECIAL>Pugneum<> to one explorer using <IMG>TRANSFER<> in Inventory}
UI_MP_DEPOT_RAID_MSG4	{<SPECIAL>Sentinel Depot<> coordinates located
Reach the Depot}
UI_MP_DEPOT_RAID_MSG4A	{<SPECIAL>Sentinel Depot<> coordinates located
Defeat or hide from Sentinel forces}
UI_MP_DEPOT_RAID_MSG5	{<FUEL>HOSTILE SENTINELS ENGAGED<>
Destroy the Depots: <STELLAR>%CURRENT%/%AMOUNT%<>}
UI_MP_DEPOT_RAID_OBJ1	{Reach the Compromised Facility}
UI_MP_DEPOT_RAID_OBJ1_TIP	{Nada and Polo have located a vulnerability in the Sentinel hive mind. A terminal in a mining facility exhibits anomalous tendencies, and may reveal the location of Sentinel material depots if probed.}
UI_MP_DEPOT_RAID_OBJ2	{Access the Sentinel network}
UI_MP_DEPOT_RAID_OBJ2_TIP	{Collect <SPECIAL>Pugneum<> to meld with the corrupted terminal and access the Sentinel network.}
UI_MP_DEPOT_RAID_OBJ3	{Destroy the Sentinel Depots}
UI_MP_DEPOT_RAID_OBJ3_TIP	{<SPECIAL>Sentinel Depot<> coordinates located. Reach and destroy the depots.
<FUEL>WARNING:<> Sentinels will respond to aggression with extreme hostility.}
UI_MP_DEPOT_WANTED_MSG	{DEPOT DEFENSES ACTIVATED <IMG>SLASH<> WALKER UNITS DEPLOYED}
UI_MP_SPACEBATTLE_OSD	{WARNING - HOSTILE REINFORCEMENTS ARRIVING}
UI_MP_SPACEBATTLE_OSD_2	{WARNING - FINAL REINFORCEMENT WAVE}
UI_MP_SPACEBATTLE_TITLE_1	{Scourge Cleansing}
UI_MP_SPACEBATTLE_DESC_1	{A gang of hostile outlaws has been terrorising an entire star system, intercepting trade vessels and starving the local population of supplies.

Nada and Polo are distressed by this, and wish to make the universe just a little more pleasant. They seek a squadron of battle-hardened Travellers to eradicate this pirate menace.}
UI_MP_SPACEBATTLE_TITLE_2	{Renegade Squadrons}
UI_MP_SPACEBATTLE_DESC_2	{For some time, Specialist Polo has been observing a rivalry between two alien communities, hoping for a peaceful resolution. Unfortunately, one of the groups has taken up arms, and the conflict has turned violent. Polo now seeks a group of Travellers to engage the aggressive squadron in combat, and put an end to this violence.}
UI_MP_SPACEBATTLE_TITLE_3	{The Might of Friendship}
UI_MP_SPACEBATTLE_DESC_3	{A well-organised crew of pirates has been causing havoc in a nearby star system, claiming none can defeat them in space combat. Polo and Nada, studying both the motivations and mettle of their Traveller friends, request an armed squadron to confront these arrogant outlaws and challenge their boastful claim.}
UI_MP_SPACEBATTLE_TITLE_4	{Scurrilous Skies}
